  
       XFOIL         Version 6.99
  
 Calculated polar for: S9000 (9%)                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.300     Re =     2.500 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.2208   0.00790  -0.00176  -0.0813   0.9216   0.0037   8.9328 106.5574
  -4.700  -0.1870   0.00744  -0.00163  -0.0806   0.8986   0.0038  10.9686 106.6291
  -4.400  -0.1528   0.00711  -0.00145  -0.0799   0.8774   0.0041  12.8450 106.7784
  -4.100  -0.1183   0.00684  -0.00128  -0.0793   0.8571   0.0043  14.6284 106.9097
  -3.800  -0.0838   0.00661  -0.00111  -0.0788   0.8354   0.0044  16.5380 106.9993
  -3.500  -0.0493   0.00639  -0.00096  -0.0783   0.8127   0.0055  18.5277 107.5963
  -3.200  -0.0146   0.00614  -0.00084  -0.0779   0.7922   0.0189  20.3174 111.8085
  -2.900   0.0203   0.00600  -0.00073  -0.0776   0.7728   0.0333  22.0193 113.9512
  -2.600   0.0552   0.00584  -0.00064  -0.0774   0.7520   0.0589  23.8469 116.6472
  -2.300   0.0900   0.00564  -0.00059  -0.0772   0.7304   0.1017  25.7381 120.6216
  -2.000   0.1245   0.00543  -0.00055  -0.0771   0.7064   0.1652  27.8486 126.2866
  -1.700   0.1591   0.00528  -0.00050  -0.0769   0.6807   0.2236  30.1044 131.4172
  -1.400   0.1940   0.00517  -0.00046  -0.0769   0.6571   0.2775  32.1706 136.1232
  -1.100   0.2289   0.00503  -0.00043  -0.0768   0.6341   0.3467  34.1867 142.1389
  -0.800   0.2639   0.00494  -0.00040  -0.0768   0.6108   0.4052  36.2353 147.2030
  -0.500   0.2989   0.00486  -0.00038  -0.0767   0.5877   0.4685  38.2607 152.6841
  -0.200   0.3336   0.00478  -0.00036  -0.0766   0.5590   0.5431  40.7776 159.1415
   0.100   0.3681   0.00473  -0.00033  -0.0765   0.5284   0.6201  43.4566 165.8122
   0.400   0.4028   0.00471  -0.00030  -0.0764   0.5021   0.6870  45.7673 171.6238
   0.700   0.4378   0.00477  -0.00028  -0.0763   0.4789   0.7227  47.8060 174.7176
   1.000   0.4727   0.00487  -0.00027  -0.0761   0.4545   0.7483  49.9465 176.9429
   1.300   0.5076   0.00498  -0.00026  -0.0759   0.4302   0.7709  52.0817 178.9025
   1.600   0.5423   0.00510  -0.00027  -0.0757   0.4043   0.7936  54.3562 180.8779
   1.900   0.5767   0.00526  -0.00027  -0.0754   0.3751   0.8108  56.9265 182.3728
   2.200   0.6109   0.00545  -0.00028  -0.0751   0.3443   0.8287  59.6403 183.9346
   2.500   0.6451   0.00562  -0.00030  -0.0748   0.3185   0.8477  61.9187 185.5964
   2.800   0.6792   0.00579  -0.00034  -0.0744   0.2945   0.8660  64.0458 187.2012
   3.100   0.7131   0.00595  -0.00041  -0.0740   0.2740   0.8857  65.8578 188.9319
   3.400   0.7464   0.00610  -0.00049  -0.0734   0.2532   0.9069  67.7140 190.8062
   3.700   0.7773   0.00632  -0.00057  -0.0722   0.2247   0.9344  70.2584 193.2495
   4.000   0.8074   0.00650  -0.00071  -0.0708   0.1985   0.9825  72.6195 197.7101
   4.300   0.8441   0.00675  -0.00089  -0.0710   0.1792   1.0000  74.3616 200.0000
   4.600   0.8785   0.00703  -0.00110  -0.0707   0.1598   1.0000  76.1329 200.0000
   4.900   0.9129   0.00732  -0.00134  -0.0703   0.1423   1.0000  77.7533 200.0000
   5.200   0.9471   0.00763  -0.00163  -0.0699   0.1252   1.0000  79.3435 200.0000
   5.500   0.9811   0.00796  -0.00197  -0.0694   0.1086   1.0000  80.9074 200.0000
   5.800   1.0150   0.00829  -0.00238  -0.0688   0.0933   1.0000  82.3902 200.0000
   6.100   1.0482   0.00870  -0.00281  -0.0682   0.0763   1.0000  84.0816 200.0000
   6.400   1.0814   0.00911  -0.00333  -0.0675   0.0618   1.0000  85.5735 200.0000
   6.700   1.1143   0.00956  -0.00392  -0.0667   0.0484   1.0000  87.0306 200.0000
   7.000   1.1474   0.00998  -0.00462  -0.0659   0.0395   1.0000  88.0670 200.0000
   7.300   1.1803   0.01041  -0.00543  -0.0650   0.0330   1.0000  88.8924 200.0000
   7.600   1.2131   0.01085  -0.00637  -0.0641   0.0273   1.0000  89.6788 200.0000
   7.900   1.2454   0.01134  -0.00742  -0.0631   0.0210   1.0000  90.6878 200.0000
   8.200   1.2762   0.01197  -0.00847  -0.0619   0.0135   1.0000  92.2404 200.0000
   8.500   1.3067   0.01261  -0.00964  -0.0605   0.0093   1.0000  93.4904 200.0000
   8.800   1.3372   0.01325  -0.01100  -0.0592   0.0071   1.0000  94.3396 200.0000
   9.100   1.3669   0.01394  -0.01249  -0.0577   0.0054   1.0000  95.1158 200.0000
   9.400   1.3961   0.01465  -0.01413  -0.0560   0.0041   1.0000  95.9147 200.0000
   9.700   1.4245   0.01540  -0.01596  -0.0543   0.0029   1.0000  96.7709 200.0000
