  
       XFOIL         Version 6.99
  
 Calculated polar for: S9000 (9%)                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     2.500 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.2052   0.00710   0.00110  -0.0764   0.9339   0.0037   7.8304 106.5421
  -4.700  -0.1730   0.00686   0.00089  -0.0760   0.9127   0.0039   9.7220 106.6559
  -4.400  -0.1408   0.00666   0.00073  -0.0756   0.8919   0.0041  11.5616 106.8130
  -4.100  -0.1084   0.00650   0.00059  -0.0752   0.8714   0.0043  13.3732 106.9460
  -3.800  -0.0761   0.00631   0.00047  -0.0748   0.8487   0.0052  15.3617 107.4246
  -3.500  -0.0439   0.00608   0.00034  -0.0745   0.8260   0.0181  17.3585 111.6465
  -3.200  -0.0112   0.00595   0.00026  -0.0743   0.8062   0.0300  19.0957 113.5213
  -2.900   0.0217   0.00581   0.00019  -0.0741   0.7868   0.0487  20.7909 115.6317
  -2.600   0.0546   0.00566   0.00012  -0.0740   0.7666   0.0783  22.5672 118.4754
  -2.300   0.0874   0.00546   0.00006  -0.0739   0.7459   0.1285  24.3816 123.0299
  -2.000   0.1200   0.00525   0.00001  -0.0738   0.7216   0.1935  26.5178 128.7803
  -1.700   0.1528   0.00512  -0.00001  -0.0737   0.6958   0.2486  28.7797 133.6011
  -1.400   0.1859   0.00501  -0.00003  -0.0737   0.6734   0.3022  30.7415 138.2667
  -1.100   0.2190   0.00487  -0.00003  -0.0737   0.6514   0.3729  32.6742 144.4012
  -0.800   0.2521   0.00478  -0.00002  -0.0737   0.6286   0.4317  34.6749 149.4978
  -0.500   0.2852   0.00469  -0.00001  -0.0737   0.6050   0.4967  36.7400 155.1257
  -0.200   0.3180   0.00461   0.00001  -0.0736   0.5762   0.5718  39.2670 161.6228
   0.100   0.3508   0.00456   0.00005  -0.0735   0.5464   0.6489  41.8816 168.3187
   0.400   0.3838   0.00457   0.00010  -0.0734   0.5213   0.7018  44.0817 172.9067
   0.700   0.4170   0.00463   0.00014  -0.0733   0.4981   0.7332  46.1169 175.6286
   1.000   0.4500   0.00471   0.00019  -0.0732   0.4737   0.7573  48.2612 177.7185
   1.300   0.4831   0.00481   0.00024  -0.0731   0.4506   0.7791  50.2829 179.6127
   1.600   0.5159   0.00492   0.00029  -0.0729   0.4250   0.8012  52.5332 181.5434
   1.900   0.5484   0.00509   0.00035  -0.0727   0.3946   0.8185  55.2110 183.0498
   2.200   0.5807   0.00526   0.00042  -0.0725   0.3638   0.8364  57.9233 184.6099
   2.500   0.6131   0.00541   0.00048  -0.0723   0.3391   0.8554  60.0975 186.2779
   2.800   0.6452   0.00556   0.00055  -0.0720   0.3152   0.8745  62.2151 187.9468
   3.100   0.6770   0.00570   0.00063  -0.0716   0.2941   0.8944  64.0831 189.7011
   3.400   0.7081   0.00584   0.00070  -0.0711   0.2736   0.9163  65.8999 191.6368
   3.700   0.7363   0.00602   0.00078  -0.0699   0.2450   0.9462  68.4417 194.3094
   4.000   0.7686   0.00623   0.00084  -0.0697   0.2155   1.0000  71.0890 200.0000
   4.300   0.8012   0.00646   0.00093  -0.0696   0.1968   1.0000  72.7729 200.0000
   4.600   0.8336   0.00669   0.00102  -0.0694   0.1791   1.0000  74.3717 200.0000
   4.900   0.8658   0.00696   0.00112  -0.0693   0.1603   1.0000  76.0929 200.0000
   5.200   0.8976   0.00726   0.00124  -0.0691   0.1409   1.0000  77.8817 200.0000
   5.500   0.9296   0.00752   0.00135  -0.0689   0.1267   1.0000  79.1995 200.0000
   5.800   0.9614   0.00780   0.00147  -0.0687   0.1119   1.0000  80.5949 200.0000
   6.100   0.9925   0.00815   0.00163  -0.0683   0.0933   1.0000  82.3919 200.0000
   6.400   1.0232   0.00855   0.00181  -0.0680   0.0755   1.0000  84.1613 200.0000
   6.700   1.0543   0.00889   0.00198  -0.0677   0.0637   1.0000  85.3677 200.0000
   7.000   1.0850   0.00925   0.00215  -0.0673   0.0528   1.0000  86.5454 200.0000
