  
       XFOIL         Version 6.99
  
 Calculated polar for: S9000 (9%)                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.300     Re =     5.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.2297   0.00695  -0.00230  -0.0795   0.8267   0.0027  17.2940 105.8271
  -4.700  -0.1947   0.00663  -0.00201  -0.0790   0.8064   0.0027  19.0805 105.8660
  -4.400  -0.1595   0.00638  -0.00174  -0.0786   0.7836   0.0028  21.0735 105.9024
  -4.100  -0.1242   0.00619  -0.00148  -0.0782   0.7616   0.0028  23.0020 105.9390
  -3.800  -0.0885   0.00603  -0.00125  -0.0780   0.7427   0.0029  24.6632 105.9874
  -3.500  -0.0530   0.00587  -0.00106  -0.0777   0.7219   0.0032  26.4848 106.1837
  -3.200  -0.0174   0.00576  -0.00088  -0.0775   0.7003   0.0041  28.3822 106.8112
  -2.900   0.0179   0.00559  -0.00078  -0.0773   0.6791   0.0185  30.2454 111.7281
  -2.600   0.0532   0.00551  -0.00067  -0.0772   0.6530   0.0319  32.5282 113.7729
  -2.300   0.0884   0.00543  -0.00059  -0.0770   0.6258   0.0525  34.9139 116.0230
  -2.000   0.1237   0.00530  -0.00054  -0.0769   0.6036   0.0891  36.8706 119.4748
  -1.700   0.1591   0.00518  -0.00049  -0.0769   0.5830   0.1314  38.6679 123.2958
  -1.400   0.1944   0.00504  -0.00046  -0.0769   0.5618   0.1893  40.5309 128.4079
  -1.100   0.2298   0.00498  -0.00043  -0.0769   0.5403   0.2294  42.4154 131.9228
  -0.800   0.2648   0.00493  -0.00040  -0.0769   0.5107   0.2863  45.0158 136.8849
  -0.500   0.2998   0.00493  -0.00037  -0.0768   0.4808   0.3270  47.6360 140.4198
  -0.200   0.3351   0.00491  -0.00035  -0.0768   0.4577   0.3728  49.6625 144.3986
   0.100   0.3705   0.00486  -0.00034  -0.0769   0.4377   0.4322  51.4202 149.5468
   0.400   0.4057   0.00486  -0.00033  -0.0769   0.4140   0.4830  53.5081 153.9374
   0.700   0.4410   0.00482  -0.00032  -0.0769   0.3925   0.5460  55.3930 159.3934
   1.000   0.4762   0.00481  -0.00032  -0.0769   0.3709   0.6089  57.2945 164.8391
   1.300   0.5113   0.00482  -0.00031  -0.0769   0.3477   0.6678  59.3374 169.9651
