  
       XFOIL         Version 6.99
  
 Calculated polar for: S9000 (9%)                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     2.500 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -5.000  -0.2068   0.00717   0.00082  -0.0769   0.9327   0.0037   7.9369 106.5380
  -4.700  -0.1744   0.00690   0.00065  -0.0764   0.9112   0.0039   9.8578 106.6468
  -4.400  -0.1420   0.00670   0.00051  -0.0760   0.8903   0.0041  11.7064 106.8045
  -4.100  -0.1095   0.00653   0.00041  -0.0756   0.8698   0.0043  13.5137 106.9381
  -3.800  -0.0769   0.00634   0.00031  -0.0752   0.8472   0.0050  15.4951 107.3207
  -3.500  -0.0444   0.00611   0.00021  -0.0749   0.8245   0.0163  17.4914 111.2726
  -3.200  -0.0115   0.00597   0.00016  -0.0747   0.8047   0.0285  19.2255 113.3366
  -2.900   0.0215   0.00583   0.00010  -0.0745   0.7854   0.0467  20.9209 115.4288
  -2.600   0.0546   0.00568   0.00005  -0.0743   0.7650   0.0755  22.7108 118.2187
  -2.300   0.0876   0.00547  -0.00001  -0.0743   0.7442   0.1260  24.5307 122.8064
  -2.000   0.1205   0.00527  -0.00004  -0.0742   0.7198   0.1905  26.6690 128.5135
  -1.700   0.1534   0.00514  -0.00006  -0.0741   0.6942   0.2458  28.9204 133.3538
  -1.400   0.1867   0.00503  -0.00007  -0.0740   0.6716   0.2995  30.8971 138.0352
  -1.100   0.2200   0.00489  -0.00007  -0.0740   0.6495   0.3700  32.8410 144.1575
  -0.800   0.2533   0.00480  -0.00006  -0.0740   0.6266   0.4287  34.8512 149.2432
  -0.500   0.2866   0.00471  -0.00005  -0.0740   0.6032   0.4938  36.9062 154.8715
  -0.200   0.3197   0.00463  -0.00002  -0.0739   0.5743   0.5686  39.4342 161.3435
   0.100   0.3526   0.00458   0.00001  -0.0738   0.5446   0.6460  42.0397 168.0700
   0.400   0.3858   0.00458   0.00006  -0.0738   0.5193   0.7003  44.2567 172.7820
   0.700   0.4192   0.00464   0.00010  -0.0737   0.4961   0.7320  46.2963 175.5281
   1.000   0.4524   0.00473   0.00014  -0.0735   0.4716   0.7563  48.4460 177.6320
   1.300   0.4857   0.00482   0.00019  -0.0734   0.4484   0.7781  50.4812 179.5320
   1.600   0.5187   0.00494   0.00023  -0.0732   0.4226   0.8004  52.7477 181.4678
